code,industry_id,Description
336311,null,"Carburetor, piston, piston ring, and valve manufacturing"
336312,null,Gasoline engine and engine parts manufacturing
336321,null,Vehicular lighting equipment manufacturing
336322,null,Other motor vehicle electrical and electronic equipment manufacturing
336330,null,Motor vehicle steering and suspension components (except spring) manufacturing
336340,null,Motor vehicle brake system manufacturing
336350,null,Motor vehicle transmission and power train parts manufacturing
336360,null,Motor vehicle seating and interior trim manufacturing
336370,null,Motor vehicle metal stamping
336391,null,Motor vehicle air-conditioning manufacturing
336399,null,All other motor vehicle parts manufacturing
336411,null,Aircraft manufacturing
336412,null,Aircraft engine and engine parts manufacturing
336413,null,Other aircraft parts and auxiliary equipment manufacturing
336414,null,Guided missile and space vehicle manufacturing
336415,null,Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing
336419,null,Other guided missile and space vehicle parts and auxiliary equipment manufacturing
336510,null,Railroad rolling stock manufacturing
336611,null,Ship building and repairing
336612,null,Boat building
336991,null,"Motorcycle, bicycle, and parts manufacturing"
336992,null,"Military armored vehicle, tank, and tank component manufacturing"
336999,null,All other transportation equipment manufacturing
337110,null,Wood kitchen cabinet and countertop manufacturing
337121,null,Upholstered household furniture manufacturing
337122,null,Nonupholstered wood household furniture manufacturing
337124,null,Metal household furniture manufacturing
337125,null,Household furniture (except wood and metal) manufacturing
337127,null,Institutional furniture manufacturing
337129,null,"Wood television, radio, and sewing machine cabinet manufacturing"
337211,null,Wood office furniture manufacturing
337212,null,Custom architectural woodwork and millwork manufacturing
337214,null,Office furniture (except wood) manufacturing
337215,null,"Showcase, partition, shelving, and locker manufacturing"
337910,null,Mattress manufacturing
337920,null,Blind and shade manufacturing
339112,null,Surgical and medical instrument manufacturing
339113,null,Surgical appliance and supplies manufacturing
339114,null,Dental equipment and supplies manufacturing
339115,null,Ophthalmic goods manufacturing
339116,null,Dental laboratories
339911,null,Jewelry (including precious metal) manufacturing
339912,null,Silverware and hollowware manufacturing
339913,null,Jewelers' material and lapidary work manufacturing
339914,null,Costume jewelry and novelty manufacturing
339920,null,Sporting and athletic goods manufacturing
339931,null,Doll and stuffed toy manufacturing
339932,null,"Game, toy, and children's vehicle manufacturing"
339941,null,Pen and mechanical pencil manufacturing
339942,null,Lead pencil and art good manufacturing
339943,null,Marking device manufacturing
339944,null,Carbon paper and inked ribbon manufacturing
339950,null,Sign manufacturing
339991,null,"Gasket, packing, and sealing device manufacturing"
339992,null,Musical instrument manufacturing
339993,null,"Fastener, button, needle, and pin manufacturing"
339994,null,"Broom, brush, and mop manufacturing"
339995,null,Burial casket manufacturing
339999,null,All other miscellaneous manufacturing
423110,null,Automobile and other motor vehicle merchant wholesalers
423120,null,Motor vehicle supplies and new parts merchant wholesalers
423130,null,Tire and tube merchant wholesalers
423140,null,Motor vehicle parts (used) merchant wholesalers
423210,null,Furniture merchant wholesalers
423220,null,Home furnishing merchant wholesalers
423310,null,"Lumber, plywood, millwork, and wood panel merchant wholesalers"
423320,null,"Brick, stone, and related construction material merchant wholesalers"
423330,null,"Roofing, siding, and insulation material merchant wholesalers"
423390,null,Other construction material merchant wholesalers
423410,null,Photographic equipment and supplies merchant wholesalers
423420,null,Office equipment merchant wholesalers
423430,null,Computer and computer peripheral equipment and software merchant wholesalers
423440,null,Other commercial equipment merchant wholesalers
423450,null,"Medical, dental, and hospital equipment and supplies merchant wholesalers"
423460,null,Ophthalmic goods merchant wholesalers
423490,null,Other professional equipment and supplies merchant wholesalers
423510,null,Metal service centers and other metal merchant wholesalers
423520,null,Coal and other mineral and ore merchant wholesalers
423610,null,"Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers"
423620,null,"Electrical and electronic appliance, television, and radio set merchant wholesalers"
423690,null,Other electronic parts and equipment merchant wholesalers
423710,null,Hardware merchant wholesalers
423720,null,Plumbing and heating equipment and supplies (hydronics) merchant wholesalers
423730,null,Warm air heating and air-conditioning equipment and supplies merchant wholesalers
423740,null,Refrigeration equipment and supplies merchant wholesalers
423810,null,Construction and mining (except oil well) machinery and equipment merchant wholesalers
423820,null,Farm and garden machinery and equipment merchant wholesalers
423830,null,Industrial machinery and equipment merchant wholesalers
423840,null,Industrial supplies merchant wholesalers
423850,null,Service establishment equipment and supplies merchant wholesalers
423860,null,Transportation equipment and supplies (except motor vehicle) merchant wholesalers
423910,null,Sporting and recreational goods and supplies merchant wholesalers
423920,null,Toy and hobby goods and supplies merchant wholesalers
423930,null,Recyclable material merchant wholesalers
423940,null,"Jewelry, watch, precious stone, and precious metal merchant wholesalers"
423990,null,Other miscellaneous durable goods merchant wholesalers
424110,null,Printing and writing paper merchant wholesalers
424120,null,Stationery and office supplies merchant wholesalers
424130,null,Industrial and personal service paper merchant wholesalers
424210,null,Drugs and druggists' sundries merchant wholesalers
424310,null,"Piece goods, notions, and other dry goods merchant wholesalers"
424320,null,Men's and boys' clothing and furnishings merchant wholesalers
424330,null,"Women's, children's, and infants' clothing and accessories merchant wholesalers"
424340,null,Footwear merchant wholesalers
424410,null,General line grocery merchant wholesalers
424420,null,Packaged frozen food merchant wholesalers
424430,null,Dairy product (except dried or canned) merchant wholesalers
424440,null,Poultry and poultry product merchant wholesalers
424450,null,Confectionery merchant wholesalers
424460,null,Fish and seafood merchant wholesalers
424470,null,Meat and meat product merchant wholesalers
424480,null,Fresh fruit and vegetable merchant wholesalers
424490,null,Other grocery and related products merchant wholesalers
424510,null,Grain and field bean merchant wholesalers
424520,null,Livestock merchant wholesalers
424590,null,Other farm product raw material merchant wholesalers
424610,null,Plastics materials and basic forms and shapes merchant wholesalers
424690,null,Other chemical and allied products merchant wholesalers
424710,null,Petroleum bulk stations and terminals 
424720,null,Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals) 
424810,null,Beer and ale merchant wholesalers
424820,null,Wine and distilled alcoholic beverage merchant wholesalers
424910,null,Farm supplies merchant wholesalers
424920,null,"Book, periodical, and newspaper merchant wholesalers"
424930,null,"Flower, nursery stock, and florists' supplies merchant wholesalers"
424940,null,Tobacco and tobacco product merchant wholesalers
424950,null,"Paint, varnish, and supplies merchant wholesalers"
424990,null,Other miscellaneous nondurable goods merchant wholesalers
425110,null,Business to business electronic markets
425120,null,Wholesale trade agents and brokers
441110,null,New car dealers
441120,null,Used car dealers
441210,null,Recreational vehicle dealers
441221,null,"Motorcycle, ATV, and personal watercraft dealers"
441222,null,Boat dealers
441229,null,All other motor vehicle dealers
441310,null,Automotive parts and accessories stores
441320,null,Tire dealers
442110,null,Furniture stores
442210,null,Floor covering stores
442291,null,Window treatment stores
442299,null,All other home furnishings stores
443111,null,Household appliance stores
443112,null,"Radio, television, and other electronics stores"
443120,null,Computer and software stores
443130,null,Camera and photographic supplies stores
444110,null,Home centers
444120,null,Paint and wallpaper stores
444130,null,Hardware stores
444190,null,Other building material dealers
444210,null,Outdoor power equipment stores
444220,null,"Nursery, garden center, and farm supply stores"
445110,null,Supermarkets and other grocery (except convenience) stores
445120,null,Convenience stores
445210,null,Meat markets
445220,null,Fish and seafood markets
445230,null,Fruit and vegetable markets
445291,null,Baked goods stores
445292,null,Confectionery and nut stores
445299,null,All other specialty food stores
445310,null,"Beer, wine, and liquor stores"
446110,null,Pharmacies and drug stores
446120,null,"Cosmetics, beauty supplies, and perfume stores"
446130,null,Optical goods stores
446191,null,Food (health) supplement stores
446199,null,All other health and personal care stores
447110,null,Gasoline stations with convenience stores
447190,null,Other gasoline stations
448110,null,Men's clothing stores
448120,null,Women's clothing stores
448130,null,Children's and infants' clothing stores
448140,null,Family clothing stores
448150,null,Clothing accessories stores
448190,null,Other clothing stores
448210,null,Shoe stores
448310,null,Jewelry stores
448320,null,Luggage and leather goods stores
451110,null,Sporting goods stores
451120,null,"Hobby, toy, and game stores"
451130,null,"Sewing, needlework, and piece goods stores"
451140,null,Musical instrument and supplies stores
451211,null,Book stores
451212,null,News dealers and newsstands
451220,null,"Prerecorded tape, compact disc, and record stores"
452111,null,Department stores (except discount department stores)
452112,null,Discount department stores
452910,null,Warehouse clubs and supercenters
452990,null,All other general merchandise stores
453110,null,Florists
453210,null,Office supplies and stationery stores
453220,null,"Gift, novelty, and souvenir stores"
453310,null,Used merchandise stores
453910,null,Pet and pet supplies stores
453920,null,Art dealers
453930,null,Manufactured (mobile) home dealers
453991,null,Tobacco stores
453998,null,All other miscellaneous store retailers (except tobacco stores)
454111,null,Electronic shopping
454112,null,Electronic auctions
454113,null,Mail-order houses
454210,null,Vending machine operators
454311,null,Heating oil dealers
454312,null,Liquefied petroleum gas (bottled gas) dealers
454319,null,Other fuel dealers
454390,null,Other direct selling establishments
481111,null,Scheduled passenger air transportation
481112,null,Scheduled freight air transportation
481211,null,Nonscheduled chartered passenger air transportation
481212,null,Nonscheduled chartered freight air transportation
481219,null,Other nonscheduled air transportation
483111,null,Deep sea freight transportation
483112,null,Deep sea passenger transportation
483113,null,Coastal and great lakes freight transportation
483114,null,Coastal and great lakes passenger transportation
483211,null,Inland water freight transportation
483212,null,Inland water passenger transportation
484110,null,"General freight trucking, local"
484121,null,"General freight trucking, long-distance, truckload"
484122,null,"General freight trucking, long-distance, less than truckload"
484210,null,Used household and office goods moving
484220,null,"Specialized freight (except used goods) trucking, local"
484230,null,"Specialized freight (except used goods) trucking, long-distance"
485111,null,Mixed mode transit systems
485112,null,Commuter rail systems
485113,null,Bus and other motor vehicle transit systems
485119,null,Other urban transit systems
485210,null,Interurban and rural bus transportation
485310,null,Taxi service
485320,null,Limousine service
485410,null,School and employee bus transportation
485510,null,Charter bus industry
485991,null,Special needs transportation
485999,null,All other transit and ground passenger transportation
486110,null,Pipeline transportation of crude oil
486210,null,Pipeline transportation of natural gas
486910,null,Pipeline transportation of refined petroleum products
486990,null,All other pipeline transportation
487110,null,"Scenic and sightseeing transportation, land"
487210,null,"Scenic and sightseeing transportation, water"
487990,null,"Scenic and sightseeing transportation, other"
488111,null,Air traffic control
488119,null,Other airport operations
488190,null,Other support activities for air transportation
488210,null,Support activities for rail transportation
488310,null,Port and harbor operations
488320,null,Marine cargo handling
488330,null,Navigational services to shipping
488390,null,Other support activities for water transportation
488410,null,Motor vehicle towing
488490,null,Other support activities for road transportation
488510,null,Freight transportation arrangement
488991,null,Packing and crating
488999,null,All other support activities for transportation
492110,null,Couriers and express delivery services
492210,null,Local messengers and local delivery
493110,null,General warehousing and storage
493120,null,Refrigerated warehousing and storage
493130,null,Farm product warehousing and storage
493190,null,Other warehousing and storage
511110,null,Newspaper publishers
511120,null,Periodical publishers
511130,null,Book publishers
511140,null,Directory and mailing list publishers
511191,null,Greeting card publishers
511199,null,All other publishers
511210,null,Software publishers
512110,null,Motion picture and video production
512120,null,Motion picture and video distribution
512131,null,Motion picture theaters (except drive-ins)
512132,null,Drive-in motion picture theaters
512191,null,Teleproduction and other postproduction services
512199,null,Other motion picture and video industries
512210,null,Record production
512220,null,Integrated record production/distribution
512230,null,Music publishers
512240,null,Sound recording studios
512290,null,Other sound recording industries
515111,null,Radio networks
515112,null,Radio stations
515120,null,Television broadcasting
515210,null,Cable and other subscription programming
517110,null,Wired telecommunications carriers
517210,null,Wireless telecommunications carriers (except satellite)
517410,null,Satellite telecommunications
517911,null,Telecommunications resellers
517919,null,All other telecommunications
518210,null,"Data processing, hosting, and related services"
519110,null,News syndicates
519120,null,Libraries and archives
519130,null,Internet publishing and broadcasting and web search portals
519190,null,All other information services
521110,null,Monetary authorities - central bank
522110,null,Commercial banking
522120,null,Savings institutions
522130,null,Credit unions
522190,null,Other depository credit intermediation
522210,null,Credit card issuing
522220,null,Sales financing
522291,null,Consumer lending
522292,null,Real estate credit
522293,null,International trade financing
522294,null,Secondary market financing
522298,null,All other nondepository credit intermediation
522310,null,Mortgage and nonmortgage loan brokers
522320,null,"Financial transactions processing, reserve, and clearinghouse activities"
522390,null,Other activities related to credit intermediation
523110,null,Investment banking and securities dealing
523120,null,Securities brokerage
523130,null,Commodity contracts dealing
523140,null,Commodity contracts brokerage
523210,null,Securities and commodity exchanges
523910,null,Miscellaneous intermediation
523920,null,Portfolio management
523930,null,Investment advice
523991,null,"Trust, fiduciary, and custody activities"
523999,null,Miscellaneous financial investment activities
524113,null,Direct life insurance carriers
524114,null,Direct health and medical insurance carriers
524126,null,Direct property and casualty insurance carriers
524127,null,Direct title insurance carriers
524128,null,"Other direct insurance (except life, health, and medical) carriers"
524130,null,Reinsurance carriers
524210,null,Insurance agencies and brokerages
524291,null,Claims adjusting
524292,null,Third party administration of insurance and pension funds
524298,null,All other insurance related activities
531110,null,Lessors of residential buildings and dwellings
531120,null,Lessors of nonresidential buildings (except miniwarehouses)
531130,null,Lessors of miniwarehouses and self-storage units
531190,null,Lessors of other real estate property
531210,null,Offices of real estate agents and brokers
531311,null,Residential property managers
531312,null,Nonresidential property managers
531320,null,Offices of real estate appraisers
531390,null,Other activities related to real estate
532111,null,Passenger car rental
532112,null,Passenger car leasing
532120,null,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing"
532210,null,Consumer electronics and appliances rental
532220,null,Formal wear and costume rental
532230,null,Video tape and disc rental
532291,null,Home health equipment rental
532292,null,Recreational goods rental
532299,null,All other consumer goods rental
532310,null,General rental centers
532411,null,"Commercial air, rail, and water transportation equipment rental and leasing"
532412,null,"Construction, mining, and forestry machinery and equipment rental and leasing"
532420,null,Office machinery and equipment rental and leasing
532490,null,Other commercial and industrial machinery and equipment rental and leasing
533110,null,Lessors of nonfinancial intangible assets (except copyrighted works)
541110,null,Offices of lawyers
541191,null,Title abstract and settlement offices
541199,null,All other legal services
541211,null,Offices of certified public accountants
541213,null,Tax preparation services
541214,null,Payroll services
541219,null,Other accounting services
541310,null,Architectural services
541320,null,Landscape architectural services
541330,null,Engineering services
541340,null,Drafting services
541350,null,Building inspection services
541360,null,Geophysical surveying and mapping services
541370,null,Surveying and mapping (except geophysical) services
541380,null,Testing laboratories
541410,null,Interior design services
541420,null,Industrial design services
541430,null,Graphic design services
541490,null,Other specialized design services
541511,null,Custom computer programming services
541512,null,Computer systems design services
541513,null,Computer facilities management services
541519,null,Other computer related services
541611,null,Administrative management and general management consulting services
541612,null,Human resources consulting services
541613,null,Marketing consulting services
541614,null,"Process, physical distribution, and logistics consulting services"
541618,null,Other management consulting services
541620,null,Environmental consulting services
541690,null,Other scientific and technical consulting services
541711,null,Research and development in biotechnology
541712,null,"Research and development in the physical, engineering, and life sciences (except biotechnology)"
541720,null,Research and development in the social sciences and humanities
541810,null,Advertising agencies
541820,null,Public relations agencies
541830,null,Media buying agencies
541840,null,Media representatives
541850,null,Display advertising
541860,null,Direct mail advertising
541870,null,Advertising material distribution services
541890,null,Other services related to advertising
541910,null,Marketing research and public opinion polling
541921,null,"Photography studios, portrait"
541922,null,Commercial photography
541930,null,Translation and interpretation services
541940,null,Veterinary services
541990,null,"All other professional, scientific, and technical services"
551111,null,Offices of bank holding companies
551112,null,Offices of other holding companies
551114,null,"Corporate, subsidiary, and regional managing offices"
561110,null,Office administrative services
561210,null,Facilities support services
561311,null,Employment placement agencies
561312,null,Executive search services
561320,null,Temporary help services
561330,null,Professional employer organizations
561410,null,Document preparation services
561421,null,Telephone answering services
561422,null,Telemarketing bureaus and other contact centers
561431,null,Private mail centers
561439,null,Other business service centers (including copy shops)
561440,null,Collection agencies
561450,null,Credit bureaus
561491,null,Repossession services
561492,null,Court reporting and stenotype services
561499,null,All other business support services
561510,null,Travel agencies
561520,null,Tour operators
561591,null,Convention and visitors bureaus
561599,null,All other travel arrangement and reservation services
561611,null,Investigation services
561612,null,Security guards and patrol services
561613,null,Armored car services
561621,null,Security systems services (except locksmiths)
561622,null,Locksmiths
561710,null,Exterminating and pest control services
561720,null,Janitorial services
561730,null,Landscaping services
561740,null,Carpet and upholstery cleaning services
561790,null,Other services to buildings and dwellings
561910,null,Packaging and labeling services
561920,null,Convention and trade show organizers
561990,null,All other support services
562111,null,Solid waste collection
562112,null,Hazardous waste collection
562119,null,Other waste collection
562211,null,Hazardous waste treatment and disposal
562212,null,Solid waste landfill
562213,null,Solid waste combustors and incinerators
562219,null,Other nonhazardous waste treatment and disposal
562910,null,Remediation services
562920,null,Materials recovery facilities
562991,null,Septic tank and related services
562998,null,All other miscellaneous waste management services
611410,null,Business and secretarial schools
611420,null,Computer training
611430,null,Professional and management development training
611511,null,Cosmetology and barber schools
611512,null,Flight training
611513,null,Apprenticeship training
611519,null,Other technical and trade schools
611610,null,Fine arts schools
611620,null,Sports and recreation instruction
611630,null,Language schools
611691,null,Exam preparation and tutoring
611692,null,Automobile driving schools
611699,null,All other miscellaneous schools and instruction
611710,null,Educational support services
621111,null,Offices of physicians (except mental health specialists)
621112,null,"Offices of physicians, mental health specialists"
621210,null,Offices of dentists
621310,null,Offices of chiropractors
621320,null,Offices of optometrists
621330,null,Offices of mental health practitioners (except physicians)
621340,null,"Offices of physical, occupational and speech therapists, and audiologists"
621391,null,Offices of podiatrists
621399,null,Offices of all other miscellaneous health practitioners
621410,null,Family planning centers
621420,null,Outpatient mental health and substance abuse centers
621491,null,HMO medical centers
621492,null,Kidney dialysis centers
621493,null,Freestanding ambulatory surgical and emergency centers
621498,null,All other outpatient care centers
621511,null,Medical laboratories
621512,null,Diagnostic imaging centers
621610,null,Home health care services
621910,null,Ambulance services
621991,null,Blood and organ banks
621999,null,All other miscellaneous ambulatory health care services
622110,null,General medical and surgical hospitals
622210,null,Psychiatric and substance abuse hospitals
622310,null,Specialty (except psychiatric and substance abuse) hospitals
623110,null,Nursing care facilities
623210,null,Residential mental retardation facilities
623220,null,Residential mental health and substance abuse facilities
623311,null,Continuing care retirement communities
623312,null,Homes for the elderly
623990,null,Other residential care facilities
624110,null,Child and youth services
624120,null,Services for the elderly and persons with disabilities
624190,null,Other individual and family services
624210,null,Community food services
624221,null,Temporary shelters
624229,null,Other community housing services
624230,null,Emergency and other relief services
624310,null,Vocational rehabilitation services
624410,null,Child day care services
711110,null,Theater companies and dinner theaters
711120,null,Dance companies
711130,null,Musical groups and artists
711190,null,Other performing arts companies
711211,null,Sports teams and clubs
711212,null,Racetracks
711219,null,Other spectator sports
711310,null,"Promoters of performing arts, sports, and similar events with facilities"
711320,null,"Promoters of performing arts, sports, and similar events without facilities"
711410,null,"Agents and managers for artists, athletes, entertainers, and other public figures"
711510,null,"Independent artists, writers, and performers"
712110,null,Museums
712120,null,Historical sites
712130,null,Zoos and botanical gardens
712190,null,Nature parks and other similar institutions
713110,null,Amusement and theme parks
713120,null,Amusement arcades
713210,null,Casinos (except casino hotels)
713290,null,Other gambling industries
713910,null,Golf courses and country clubs
713920,null,Skiing facilities
713930,null,Marinas
713940,null,Fitness and recreational sports centers
713950,null,Bowling centers
713990,null,All other amusement and recreation industries
721110,null,Hotels (except casino hotels) and motels
721120,null,Casino hotels
721191,null,Bed-and-breakfast inns
721199,null,All other traveler accommodation
721211,null,RV (recreational vehicle) parks and campgrounds
721214,null,Recreational and vacation camps (except campgrounds)
721310,null,Rooming and boarding houses
722110,null,Full-service restaurants
722211,null,Limited-service restaurants
722212,null,"Cafeterias, grill buffets, and buffets"
722213,null,Snack and nonalcoholic beverage bars
722310,null,Food service contractors
722320,null,Caterers
722330,null,Mobile food services
722410,null,Drinking places (alcoholic beverages)
811111,null,General automotive repair
811112,null,Automotive exhaust system repair
811113,null,Automotive transmission repair
811118,null,Other automotive mechanical and electrical repair and maintenance
811121,null,"Automotive body, paint, and interior repair and maintenance"
811122,null,Automotive glass replacement shops
811191,null,Automotive oil change and lubrication shops
811192,null,Car washes
811198,null,All other automotive repair and maintenance
811211,null,Consumer electronics repair and maintenance
811212,null,Computer and office machine repair and maintenance
811213,null,Communication equipment repair and maintenance
811219,null,Other electronic and precision equipment repair and maintenance
811310,null,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance
811411,null,Home and garden equipment repair and maintenance
811412,null,Appliance repair and maintenance
811420,null,Reupholstery and furniture repair
811430,null,Footwear and leather goods repair
811490,null,Other personal and household goods repair and maintenance
812111,null,Barber shops
812112,null,Beauty salons
812113,null,Nail salons
812191,null,Diet and weight reducing centers
812199,null,Other personal care services
812210,null,Funeral homes and funeral services
812220,null,Cemeteries and crematories
812310,null,Coin-operated laundries and drycleaners
812320,null,Drycleaning and laundry services (except coin-operated)
812331,null,Linen supply
812332,null,Industrial launderers
812910,null,Pet care (except veterinary) services
812921,null,Photofinishing laboratories (except one-hour)
812922,null,One-hour photofinishing
812930,null,Parking lots and garages
812990,null,All other personal services
813211,null,Grantmaking foundations
813212,null,Voluntary health organizations
813219,null,Other grantmaking and giving services
813311,null,Human rights organizations
813312,null,"Environment, conservation and wildlife organizations"
813319,null,Other social advocacy organizations
813410,null,Civic and social organizations
813910,null,Business associations
813920,null,Professional organizations
813990,null,"Other similar organizations (except business, professional, labor, and political organizations)"
4413104,null,"Automotive parts and accessories stores, except used"
4413105,null,Used automotive parts and accessories stores
4441901,null,Retail lumber yards
4441902,null,All other building material dealers
4482101,null,Men's shoe stores
4482102,null,Women's shoe stores
4482103,null,Children's and juveniles' shoe stores
4482104,null,Family shoe stores
4482105,null,Athletic footwear stores
4511101,null,General-line sporting goods stores
4511102,null,Specialty-line sporting goods stores
4512111,null,"Book stores, general"
4512112,null,Specialty book stores
4512113,null,College book stores
4529901,null,Variety stores
4529904,null,Miscellaneous general merchandise stores
4541111,null,"Electronic shopping, general merchandise"
4541112,null,"Electronic shopping, specialized merchandise"
4541131,null,"Mail-order houses, general merchandise"
4541132,null,"Mail-order houses, specialized merchandise"
4541133,null,"Television order, home shopping"
4543901,null,"Direct selling, furniture, home furnishings, electronics, and appliances"
4543902,null,"Direct selling, books, periodicals, videos, and compact discs"
4543903,null,"Direct selling, other merchandise"
7222131,null,Ice cream and soft serve shops
7222132,null,Frozen yogurt shops
7222133,null,Doughnut shops
7222134,null,Bagel shops
7222135,null,Coffee shops
7222136,null,Cookie shops
7222137,null,Other snack and nonalcoholic beverage bars
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
